date,open,high,low,close,price,volume
2023-08-29,238.58,257.48,237.77,257.18,257.18,134047600
2023-08-28,242.58,244.38,235.35,238.82,238.82,107673700
2023-08-25,231.31,239.0,230.35,238.59,238.59,106612200
2023-08-24,238.66,238.92,228.18,230.04,230.04,99777400
2023-08-23,229.34,238.98,229.29,236.86,236.86,101077600
2023-08-22,240.25,240.82,229.55,233.19,233.19,130597900
2023-08-21,221.55,232.13,220.58,231.28,231.28,135702700
2023-08-18,214.12,217.58,212.36,215.49,215.49,135813700
2023-08-17,226.06,226.74,218.83,219.22,219.22,120718400
2023-08-16,228.02,233.97,225.38,225.6,225.6,112484500
2023-08-15,238.73,240.5,232.61,232.96,232.96,88197600
2023-08-14,235.7,240.66,233.75,239.76,239.76,98595300
2023-08-11,241.77,243.79,238.02,242.65,242.65,98866600
2023-08-10,245.4,251.8,243.0,245.34,245.34,109498600
2023-08-09,250.87,251.1,241.9,242.19,242.19,101596300
2023-08-08,247.45,250.92,245.01,249.7,249.7,96642200
2023-08-07,251.45,253.65,242.76,251.45,251.45,111097900
2023-08-04,260.97,264.77,253.11,253.86,253.86,99242600
2023-08-03,252.04,260.49,252.0,259.32,259.32,97569100
2023-08-02,255.57,259.52,250.49,254.11,254.11,101752900
2023-08-01,266.26,266.47,260.25,261.07,261.07,83166000
2023-07-31,267.48,269.08,263.78,267.43,267.43,84582200
2023-07-28,259.86,267.25,258.23,266.44,266.44,111446000
2023-07-27,268.31,269.13,255.3,255.71,255.71,103697300
2023-07-26,263.25,268.04,261.75,264.35,264.35,95856200
2023-07-25,272.38,272.9,265.0,265.28,265.28,112757300
2023-07-24,255.85,269.85,254.12,269.06,269.06,136508500
2023-07-21,268.0,268.0,255.8,260.02,260.02,161050100
2023-07-20,279.56,280.93,261.2,262.9,262.9,175158300
2023-07-19,296.04,299.29,289.52,291.26,291.26,142355400
2023-07-18,290.15,295.26,286.01,293.34,293.34,112434700
2023-07-17,286.63,292.23,283.57,290.38,290.38,131569600
2023-07-14,277.01,285.3,276.31,281.38,281.38,119771100
2023-07-13,274.59,279.45,270.6,277.9,277.9,112681500
2023-07-12,276.33,276.52,271.46,271.99,271.99,95672100
2023-07-11,268.65,270.9,266.37,269.79,269.79,91972400
2023-07-10,276.47,277.52,265.1,269.61,269.61,119425400
2023-07-07,278.43,280.78,273.77,274.43,274.43,113602000
2023-07-06,278.09,279.97,272.88,276.54,276.54,120332100
2023-07-05,278.82,283.85,277.6,282.48,282.48,131530900
2023-07-03,276.49,284.25,275.11,279.82,279.82,119685900
2023-06-30,260.6,264.45,259.89,261.77,261.77,112267600
2023-06-29,258.03,260.74,253.61,257.5,257.5,131283400
2023-06-28,249.7,259.88,248.89,256.24,256.24,159770800
2023-06-27,243.24,250.39,240.85,250.21,250.21,164968200
2023-06-26,250.07,258.37,240.7,241.05,241.05,179990600
2023-06-23,259.29,262.45,252.8,256.6,256.6,176584100
2023-06-22,250.77,265.0,248.25,264.61,264.61,166875900
2023-06-21,275.13,276.99,257.78,259.46,259.46,211797100
2023-06-20,261.5,274.75,261.12,274.45,274.45,165611200
2023-06-16,258.92,263.6,257.21,260.54,260.54,167563700
2023-06-15,248.4,258.95,247.29,255.9,255.9,160171200
2023-06-14,260.17,261.57,250.5,256.79,256.79,170575500
2023-06-13,253.51,259.68,251.34,258.71,258.71,162384300
2023-06-12,247.94,250.97,244.59,249.83,249.83,150337900
2023-06-09,249.07,252.42,242.02,244.4,244.4,199882300
2023-06-08,224.22,235.23,223.01,234.86,234.86,164489700
2023-06-07,228.0,230.83,223.2,224.57,224.57,185710800
2023-06-06,216.14,221.91,212.53,221.31,221.31,146911600
2023-06-05,217.8,221.29,214.52,217.61,217.61,151143100
2023-06-02,210.15,217.25,209.75,213.97,213.97,164129000
2023-06-01,202.59,209.8,199.37,207.52,207.52,148029900
2023-05-31,199.78,203.95,195.12,203.93,203.93,150711700
2023-05-30,200.1,204.48,197.53,201.16,201.16,128818700
2023-05-26,184.62,198.6,184.53,193.17,193.17,162061500
2023-05-25,186.54,186.78,180.58,184.47,184.47,96870700
2023-05-24,182.23,184.22,178.22,182.9,182.9,137605100
2023-05-23,186.2,192.96,185.26,185.77,185.77,156952100
2023-05-22,180.7,189.32,180.11,188.87,188.87,132001400
2023-05-19,177.17,181.95,176.31,180.14,180.14,136024200
2023-05-18,174.22,177.06,172.45,176.89,176.89,109520300
2023-05-17,168.41,174.5,167.19,173.86,173.86,125473600
2023-05-16,165.65,169.52,164.35,166.52,166.52,98288800
2023-05-15,167.66,169.76,164.55,166.35,166.35,105592500
2023-05-12,176.07,177.38,167.23,167.98,167.98,157577100
2023-05-11,168.7,173.57,166.79,172.08,172.08,103889900
2023-05-10,172.55,174.43,166.68,168.54,168.54,119840700
2023-05-09,168.95,169.82,166.56,169.15,169.15,88965000
2023-05-08,173.72,173.8,169.19,171.79,171.79,112249400
2023-05-05,163.97,170.79,163.51,170.06,170.06,107440900
2023-05-04,162.71,162.95,159.65,161.2,161.2,95108500
2023-05-03,160.01,165.0,159.91,160.61,160.61,119728000
2023-05-02,161.88,165.49,158.93,160.31,160.31,128259700
2023-05-01,163.17,163.28,158.83,161.83,161.83,109015000
2023-04-28,160.9,165.0,157.32,164.31,164.31,122515800
2023-04-27,152.64,160.48,152.37,160.19,160.19,127015200
2023-04-26,160.29,160.67,153.14,153.75,153.75,153364100
2023-04-25,159.82,163.47,158.75,160.67,160.67,121999300
2023-04-24,164.65,165.65,158.61,162.55,162.55,140006600
2023-04-21,164.8,166.0,161.32,165.08,165.08,123539000
2023-04-20,166.17,169.7,160.56,162.99,162.99,210970800
2023-04-19,179.1,183.5,177.65,180.59,180.59,125732700
2023-04-18,187.15,187.69,183.58,184.31,184.31,92067000
2023-04-17,186.32,189.69,182.69,187.04,187.04,116662200
2023-04-14,183.95,186.28,182.01,185.0,185.0,96438700
2023-04-13,182.96,186.5,180.94,185.9,185.9,112933000
2023-04-12,190.74,191.58,180.31,180.54,180.54,150256300
2023-04-11,186.69,189.19,185.65,186.79,186.79,115770900
2023-04-10,179.94,185.1,176.11,184.51,184.51,142154600
2023-04-06,183.08,186.39,179.74,185.06,185.06,123857900
2023-04-05,190.52,190.68,183.76,185.52,185.52,133882500
2023-04-04,197.32,198.74,190.32,192.58,192.58,126463800
2023-04-03,199.91,202.69,192.2,194.77,194.77,169545900
2023-03-31,197.53,207.79,197.2,207.46,207.46,170222100
2023-03-30,195.58,197.33,194.42,195.28,195.28,110252200
2023-03-29,193.13,195.29,189.44,193.88,193.88,123660000
2023-03-28,192.0,192.35,185.43,189.19,189.19,98654600
2023-03-27,194.42,197.39,189.94,191.81,191.81,120851600
2023-03-24,191.65,192.36,187.15,190.41,190.41,116312400
2023-03-23,195.26,199.31,188.65,192.22,192.22,144193900
2023-03-22,199.3,200.66,190.95,191.15,191.15,150376400
2023-03-21,188.28,198.0,188.04,197.58,197.58,153391400
2023-03-20,178.08,186.44,176.35,183.25,183.25,129684400
2023-03-17,184.52,186.22,177.33,180.13,180.13,133197100
2023-03-16,180.37,185.81,178.84,184.13,184.13,121136800
2023-03-15,180.8,182.34,176.03,180.45,180.45,145995600
2023-03-14,177.31,183.8,177.14,183.26,183.26,143717900
2023-03-13,167.46,177.35,163.91,174.48,174.48,167790300
2023-03-10,175.13,178.29,168.44,173.44,173.44,191488900
2023-03-09,180.25,185.18,172.51,172.92,172.92,170023800
2023-03-08,185.04,186.5,180.0,182.0,182.0,151897800
2023-03-07,191.38,194.2,186.1,187.71,187.71,148125800
2023-03-06,198.54,198.6,192.3,193.81,193.81,128100100
2023-03-03,194.8,200.48,192.88,197.79,197.79,154193300
2023-03-02,186.74,193.75,186.01,190.9,190.9,181500700
2023-03-01,206.21,207.2,198.52,202.77,202.77,156852800
2023-02-28,210.59,211.23,203.75,205.71,205.71,153144900
2023-02-27,202.03,209.42,201.26,207.63,207.63,161028300
